filename,cls,xymin,xymax,names
ILSVRC2012_val_00044103,n02328150,"(77, 0)","(494, 281)","Angora, Angora rabbit"
ILSVRC2012_val_00044101,n03947888,"(0, 0)","(493, 373)","pirate, pirate ship"
ILSVRC2012_val_00044100,n03710721,"(112, 159)","(215, 362)","maillot, tank suit"
ILSVRC2012_val_00044098,n04264628,"(177, 247)","(374, 359)",space bar
ILSVRC2012_val_00044097,n02123394,"(4, 0)","(146, 176)",Persian cat
ILSVRC2012_val_00044094,n02087394,"(203, 32)","(366, 368)",Rhodesian ridgeback
ILSVRC2012_val_00044093,n02794156,"(94, 25)","(364, 288)",barometer
ILSVRC2012_val_00044092,n01978287,"(0, 119)","(627, 419)","Dungeness crab, Cancer magister"
ILSVRC2012_val_00044090,n03085013,"(20, 225)","(465, 342)","computer keyboard, keypad"
ILSVRC2012_val_00044088,n03673027,"(180, 180)","(489, 265)","liner, ocean liner"
ILSVRC2012_val_00044087,n04501370,"(118, 159)","(237, 330)",turnstile
ILSVRC2012_val_00044086,n01735189,"(69, 9)","(499, 249)","garter snake, grass snake"
ILSVRC2012_val_00044084,n06359193,"(15, 11)","(97, 51)","web site, website, internet site, site"
ILSVRC2012_val_00044083,n02981792,"(44, 0)","(498, 312)",catamaran
ILSVRC2012_val_00044080,n03792782,"(102, 229)","(229, 435)","mountain bike, all-terrain bike, off-roader"
ILSVRC2012_val_00044079,n04251144,"(222, 118)","(281, 233)",snorkel
ILSVRC2012_val_00044076,n02489166,"(163, 81)","(407, 317)","proboscis monkey, Nasalis larvatus"
ILSVRC2012_val_00044075,n02107312,"(29, 8)","(465, 345)",miniature pinscher
ILSVRC2012_val_00044074,n02417914,"(97, 72)","(362, 288)","ibex, Capra ibex"
ILSVRC2012_val_00044073,n03379051,"(31, 1)","(457, 492)",football helmet
ILSVRC2012_val_00044072,n09472597,"(0, 46)","(416, 168)",volcano
ILSVRC2012_val_00044071,n03961711,"(16, 77)","(362, 478)",plate rack
ILSVRC2012_val_00044065,n02793495,"(108, 48)","(499, 286)",barn
ILSVRC2012_val_00044063,n03961711,"(0, 1)","(499, 332)",plate rack
ILSVRC2012_val_00044061,n02071294,"(87, 88)","(303, 228)","killer whale, killer, orca, grampus, sea wolf, Orcinus orca"
ILSVRC2012_val_00044060,n11879895,"(8, 111)","(45, 222)",rapeseed
ILSVRC2012_val_00044059,n02101556,"(83, 97)","(373, 496)","clumber, clumber spaniel"
ILSVRC2012_val_00044058,n01697457,"(0, 158)","(410, 254)","African crocodile, Nile crocodile, Crocodylus niloticus"
ILSVRC2012_val_00044057,n04376876,"(134, 32)","(458, 343)",syringe
ILSVRC2012_val_00044056,n03670208,"(76, 126)","(304, 366)","limousine, limo"
ILSVRC2012_val_00044055,n03457902,"(1, 9)","(499, 334)","greenhouse, nursery, glasshouse"
ILSVRC2012_val_00044054,n03492542,"(146, 158)","(208, 259)","hard disc, hard disk, fixed disk"
ILSVRC2012_val_00044052,n01484850,"(80, 471)","(2257, 1688)","great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias"
ILSVRC2012_val_00044051,n04069434,"(0, 3)","(378, 280)",reflex camera
ILSVRC2012_val_00044049,n02708093,"(72, 68)","(353, 468)",analog clock
ILSVRC2012_val_00044046,n12985857,"(93, 43)","(366, 370)",coral fungus
ILSVRC2012_val_00044044,n02447366,"(0, 0)","(193, 250)",badger
ILSVRC2012_val_00044043,n03075370,"(57, 189)","(232, 255)",combination lock
ILSVRC2012_val_00044040,n07590611,"(94, 82)","(425, 348)","hot pot, hotpot"
ILSVRC2012_val_00044039,n02092002,"(208, 110)","(491, 354)","Scottish deerhound, deerhound"
ILSVRC2012_val_00044038,n01592084,"(24, 128)","(364, 420)",chickadee
ILSVRC2012_val_00044037,n04409515,"(298, 334)","(395, 430)",tennis ball
ILSVRC2012_val_00044036,n02099849,"(173, 73)","(320, 310)",Chesapeake Bay retriever
ILSVRC2012_val_00044035,n02454379,"(111, 32)","(498, 351)",armadillo
ILSVRC2012_val_00044033,n04487394,"(65, 207)","(212, 311)",trombone
ILSVRC2012_val_00044032,n03670208,"(30, 110)","(460, 228)","limousine, limo"
ILSVRC2012_val_00044031,n02091831,"(74, 91)","(436, 317)","Saluki, gazelle hound"
ILSVRC2012_val_00044030,n03297495,"(204, 41)","(284, 203)",espresso maker
ILSVRC2012_val_00044028,n09288635,"(92, 45)","(283, 263)",geyser
ILSVRC2012_val_00044027,n02123045,"(0, 70)","(482, 294)","tabby, tabby cat"
ILSVRC2012_val_00044024,n02783161,"(74, 40)","(393, 345)","ballpoint, ballpoint pen, ballpen, Biro"
ILSVRC2012_val_00044023,n04550184,"(1, 2)","(373, 480)","wardrobe, closet, press"
ILSVRC2012_val_00044022,n03929660,"(13, 89)","(171, 237)","pick, plectrum, plectron"
ILSVRC2012_val_00044020,n03461385,"(1, 1)","(499, 331)","grocery store, grocery, food market, market"
ILSVRC2012_val_00044017,n03954731,"(19, 24)","(391, 331)","plane, carpenter's plane, woodworking plane"
ILSVRC2012_val_00044016,n03042490,"(202, 197)","(291, 311)",cliff dwelling
ILSVRC2012_val_00044014,n07875152,"(52, 2)","(494, 352)",potpie
ILSVRC2012_val_00044013,n11879895,"(22, 290)","(499, 320)",rapeseed
ILSVRC2012_val_00044012,n02980441,"(0, 106)","(1663, 2234)",castle
ILSVRC2012_val_00044011,n01833805,"(147, 78)","(350, 384)",hummingbird
ILSVRC2012_val_00044010,n02206856,"(150, 161)","(317, 281)",bee
ILSVRC2012_val_00044009,n01560419,"(200, 208)","(300, 420)",bulbul
ILSVRC2012_val_00044006,n07871810,"(107, 103)","(345, 497)","meat loaf, meatloaf"
ILSVRC2012_val_00044005,n02423022,"(174, 74)","(280, 292)",gazelle
ILSVRC2012_val_00044004,n02988304,"(120, 83)","(352, 233)",CD player
ILSVRC2012_val_00044003,n02093256,"(38, 0)","(290, 471)","Staffordshire bullterrier, Staffordshire bull terrier"
ILSVRC2012_val_00044001,n02441942,"(4, 10)","(205, 129)",weasel
ILSVRC2012_val_00044000,n02096294,"(1, 0)","(498, 498)",Australian terrier
ILSVRC2012_val_00043997,n04238763,"(2, 4)","(313, 211)","slide rule, slipstick"
ILSVRC2012_val_00043996,n03775546,"(1, 42)","(483, 481)",mixing bowl
ILSVRC2012_val_00043995,n01580077,"(62, 54)","(408, 394)",jay
ILSVRC2012_val_00043994,n02102040,"(158, 102)","(486, 301)","English springer, English springer spaniel"
ILSVRC2012_val_00043992,n07836838,"(61, 82)","(190, 244)","chocolate sauce, chocolate syrup"
ILSVRC2012_val_00043990,n01806567,"(198, 87)","(378, 385)",quail
ILSVRC2012_val_00043988,n03394916,"(260, 121)","(346, 255)","French horn, horn"
ILSVRC2012_val_00043986,n01692333,"(233, 44)","(499, 195)","Gila monster, Heloderma suspectum"
ILSVRC2012_val_00043985,n04254680,"(53, 50)","(267, 257)",soccer ball
ILSVRC2012_val_00043983,n02860847,"(21, 121)","(262, 322)","bobsled, bobsleigh, bob"
ILSVRC2012_val_00043982,n02447366,"(1, 3)","(372, 255)",badger
ILSVRC2012_val_00043981,n02672831,"(132, 147)","(435, 338)","accordion, piano accordion, squeeze box"
ILSVRC2012_val_00043980,n03920288,"(93, 70)","(228, 199)",Petri dish
ILSVRC2012_val_00043979,n03710637,"(3, 16)","(171, 412)",maillot
ILSVRC2012_val_00043978,n01682714,"(0, 0)","(279, 436)","American chameleon, anole, Anolis carolinensis"
ILSVRC2012_val_00043977,n09428293,"(3, 1)","(499, 374)","seashore, coast, seacoast, sea-coast"
ILSVRC2012_val_00043973,n02950826,"(325, 105)","(427, 262)",cannon
ILSVRC2012_val_00043972,n02676566,"(0, 285)","(291, 498)",acoustic guitar
ILSVRC2012_val_00043971,n02939185,"(8, 101)","(267, 453)","caldron, cauldron"
ILSVRC2012_val_00043968,n01855672,"(239, 169)","(498, 277)",goose
ILSVRC2012_val_00043967,n03804744,"(11, 120)","(487, 179)",nail
ILSVRC2012_val_00043966,n01728572,"(156, 94)","(445, 374)","thunder snake, worm snake, Carphophis amoenus"
ILSVRC2012_val_00043965,n01537544,"(94, 348)","(221, 426)","indigo bunting, indigo finch, indigo bird, Passerina cyanea"
ILSVRC2012_val_00043964,n03874293,"(91, 88)","(268, 258)","paddlewheel, paddle wheel"
ILSVRC2012_val_00043962,n02799071,"(131, 80)","(366, 327)",baseball
ILSVRC2012_val_00043959,n07716906,"(285, 81)","(445, 330)",spaghetti squash
ILSVRC2012_val_00043954,n03866082,"(97, 88)","(354, 444)",overskirt
ILSVRC2012_val_00043953,n03109150,"(4, 2)","(350, 247)","corkscrew, bottle screw"
ILSVRC2012_val_00043951,n01641577,"(194, 142)","(315, 234)","bullfrog, Rana catesbeiana"
ILSVRC2012_val_00043950,n04357314,"(110, 203)","(123, 234)","sunscreen, sunblock, sun blocker"
ILSVRC2012_val_00043948,n04238763,"(26, 131)","(152, 243)","slide rule, slipstick"
ILSVRC2012_val_00043947,n04004767,"(169, 142)","(239, 185)",printer
ILSVRC2012_val_00043946,n04273569,"(74, 112)","(394, 160)",speedboat
ILSVRC2012_val_00043945,n02492660,"(55, 15)","(245, 275)","howler monkey, howler"
ILSVRC2012_val_00043943,n03180011,"(192, 32)","(324, 154)",desktop computer
ILSVRC2012_val_00043942,n01877812,"(212, 54)","(387, 285)","wallaby, brush kangaroo"
ILSVRC2012_val_00043940,n02111500,"(8, 43)","(499, 374)",Great Pyrenees
ILSVRC2012_val_00043938,n07760859,"(0, 1)","(149, 191)",custard apple
ILSVRC2012_val_00043936,n04131690,"(43, 102)","(203, 433)","saltshaker, salt shaker"
ILSVRC2012_val_00043935,n02391049,"(222, 39)","(385, 245)",zebra
ILSVRC2012_val_00043934,n13037406,"(538, 362)","(1674, 1215)",gyromitra
ILSVRC2012_val_00043930,n02815834,"(0, 63)","(237, 460)",beaker
ILSVRC2012_val_00043926,n03814639,"(193, 203)","(321, 336)",neck brace
ILSVRC2012_val_00043924,n02397096,"(290, 130)","(401, 322)",warthog
ILSVRC2012_val_00043923,n01990800,"(53, 170)","(274, 266)",isopod
ILSVRC2012_val_00043921,n02769748,"(151, 149)","(235, 251)","backpack, back pack, knapsack, packsack, rucksack, haversack"
ILSVRC2012_val_00043920,n07745940,"(280, 195)","(439, 345)",strawberry
ILSVRC2012_val_00043918,n02120505,"(147, 104)","(436, 330)","grey fox, gray fox, Urocyon cinereoargenteus"
ILSVRC2012_val_00043917,n02091032,"(21, 127)","(163, 280)",Italian greyhound
ILSVRC2012_val_00043915,n03895866,"(95, 52)","(499, 328)","passenger car, coach, carriage"
ILSVRC2012_val_00043914,n02894605,"(80, 209)","(420, 283)","breakwater, groin, groyne, mole, bulwark, seawall, jetty"
ILSVRC2012_val_00043911,n03710637,"(76, 204)","(296, 388)",maillot
ILSVRC2012_val_00043910,n02815834,"(314, 264)","(348, 312)",beaker
ILSVRC2012_val_00043909,n03417042,"(72, 137)","(352, 290)","garbage truck, dustcart"
ILSVRC2012_val_00043908,n04501370,"(7, 0)","(306, 374)",turnstile
ILSVRC2012_val_00043907,n02398521,"(1, 55)","(286, 178)","hippopotamus, hippo, river horse, Hippopotamus amphibius"
ILSVRC2012_val_00043904,n01945685,"(127, 106)","(389, 265)",slug
ILSVRC2012_val_00043903,n02930766,"(14, 32)","(494, 374)","cab, hack, taxi, taxicab"
ILSVRC2012_val_00043902,n03868242,"(167, 11)","(555, 421)",oxcart
ILSVRC2012_val_00043901,n02091831,"(64, 56)","(367, 315)","Saluki, gazelle hound"
ILSVRC2012_val_00043900,n02883205,"(55, 13)","(439, 351)","bow tie, bow-tie, bowtie"
ILSVRC2012_val_00043899,n01855032,"(15, 29)","(311, 293)","red-breasted merganser, Mergus serrator"
ILSVRC2012_val_00043898,n02123394,"(1, 1)","(394, 374)",Persian cat
ILSVRC2012_val_00043897,n07930864,"(240, 185)","(341, 244)",cup
ILSVRC2012_val_00043895,n02776631,"(1, 0)","(499, 383)","bakery, bakeshop, bakehouse"
ILSVRC2012_val_00043894,n07892512,"(66, 153)","(154, 355)",red wine
ILSVRC2012_val_00043893,n02363005,"(10, 5)","(391, 250)",beaver
ILSVRC2012_val_00043892,n03494278,"(106, 208)","(156, 226)","harmonica, mouth organ, harp, mouth harp"
ILSVRC2012_val_00043891,n02123597,"(0, 67)","(851, 766)","Siamese cat, Siamese"
ILSVRC2012_val_00043890,n07930864,"(176, 188)","(498, 498)",cup
ILSVRC2012_val_00043889,n09399592,"(42, 74)","(498, 332)","promontory, headland, head, foreland"
ILSVRC2012_val_00043888,n02090379,"(164, 93)","(473, 317)",redbone
ILSVRC2012_val_00043887,n02101006,"(0, 101)","(212, 334)",Gordon setter
ILSVRC2012_val_00043885,n03742115,"(0, 0)","(373, 498)","medicine chest, medicine cabinet"
ILSVRC2012_val_00043884,n07871810,"(292, 80)","(372, 225)","meat loaf, meatloaf"
ILSVRC2012_val_00043883,n12985857,"(107, 65)","(433, 269)",coral fungus
ILSVRC2012_val_00043881,n03393912,"(0, 2)","(499, 238)",freight car
ILSVRC2012_val_00043880,n02101388,"(147, 39)","(498, 445)",Brittany spaniel
ILSVRC2012_val_00043878,n02105412,"(173, 11)","(422, 374)",kelpie
ILSVRC2012_val_00043877,n03888605,"(0, 161)","(199, 188)","parallel bars, bars"
ILSVRC2012_val_00043876,n04606251,"(0, 0)","(373, 468)",wreck
ILSVRC2012_val_00043875,n04557648,"(223, 43)","(321, 333)",water bottle
ILSVRC2012_val_00043874,n02692877,"(216, 137)","(343, 174)","airship, dirigible"
ILSVRC2012_val_00043872,n02085620,"(170, 7)","(434, 375)",Chihuahua
ILSVRC2012_val_00043867,n02231487,"(549, 282)","(1503, 771)","walking stick, walkingstick, stick insect"
ILSVRC2012_val_00043863,n07753592,"(51, 0)","(257, 374)",banana
ILSVRC2012_val_00043862,n04523525,"(32, 12)","(461, 306)",vault
ILSVRC2012_val_00043861,n02361337,"(58, 88)","(424, 332)",marmot
ILSVRC2012_val_00043860,n01644373,"(43, 143)","(322, 416)","tree frog, tree-frog"
ILSVRC2012_val_00043857,n03445924,"(217, 125)","(398, 318)","golfcart, golf cart"
ILSVRC2012_val_00043854,n02165456,"(270, 165)","(321, 222)","ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle"
ILSVRC2012_val_00043852,n03424325,"(38, 126)","(536, 696)","gasmask, respirator, gas helmet"
ILSVRC2012_val_00043846,n04584207,"(155, 84)","(256, 175)",wig
ILSVRC2012_val_00043844,n02948072,"(195, 224)","(207, 269)","candle, taper, wax light"
ILSVRC2012_val_00043843,n01740131,"(0, 74)","(453, 374)","night snake, Hypsiglena torquata"
ILSVRC2012_val_00043842,n02091831,"(141, 28)","(282, 450)","Saluki, gazelle hound"
ILSVRC2012_val_00043841,n02051845,"(69, 76)","(401, 399)",pelican
ILSVRC2012_val_00043840,n03929855,"(138, 47)","(188, 92)",pickelhaube
ILSVRC2012_val_00043839,n02085936,"(287, 23)","(483, 308)","Maltese dog, Maltese terrier, Maltese"
ILSVRC2012_val_00043838,n02112137,"(135, 77)","(406, 309)","chow, chow chow"
ILSVRC2012_val_00043837,n02093991,"(117, 29)","(378, 316)",Irish terrier
ILSVRC2012_val_00043835,n02107142,"(153, 63)","(376, 336)","Doberman, Doberman pinscher"
ILSVRC2012_val_00043834,n04483307,"(17, 0)","(225, 153)",trimaran
ILSVRC2012_val_00043833,n04355933,"(45, 55)","(310, 172)",sunglass
ILSVRC2012_val_00043831,n07718747,"(0, 4)","(478, 334)","artichoke, globe artichoke"
ILSVRC2012_val_00043830,n04120489,"(113, 144)","(382, 261)",running shoe
ILSVRC2012_val_00043829,n03017168,"(0, 38)","(373, 447)","chime, bell, gong"
ILSVRC2012_val_00043828,n02841315,"(180, 77)","(291, 132)","binoculars, field glasses, opera glasses"
ILSVRC2012_val_00043826,n04229816,"(52, 12)","(362, 410)",ski mask
ILSVRC2012_val_00043824,n03100240,"(18, 88)","(758, 363)",convertible
ILSVRC2012_val_00043821,n02883205,"(73, 87)","(440, 267)","bow tie, bow-tie, bowtie"
ILSVRC2012_val_00043819,n01685808,"(17, 69)","(496, 331)","whiptail, whiptail lizard"
ILSVRC2012_val_00043818,n03888605,"(4, 161)","(221, 301)","parallel bars, bars"
ILSVRC2012_val_00043817,n02110958,"(87, 22)","(449, 373)","pug, pug-dog"
ILSVRC2012_val_00043815,n04560804,"(0, 137)","(293, 480)",water jug
ILSVRC2012_val_00043814,n04332243,"(16, 15)","(460, 490)",strainer
ILSVRC2012_val_00043811,n02879718,"(145, 315)","(293, 575)",bow
ILSVRC2012_val_00043810,n04037443,"(5, 74)","(497, 260)","racer, race car, racing car"
ILSVRC2012_val_00043808,n01806143,"(1, 49)","(300, 374)",peacock
ILSVRC2012_val_00043804,n04613696,"(13, 68)","(489, 287)",yurt
ILSVRC2012_val_00043803,n02113186,"(79, 12)","(384, 331)","Cardigan, Cardigan Welsh corgi"
ILSVRC2012_val_00043801,n01616318,"(89, 54)","(446, 334)",vulture
ILSVRC2012_val_00043799,n04131690,"(1, 126)","(293, 331)","saltshaker, salt shaker"
ILSVRC2012_val_00043797,n01665541,"(59, 160)","(271, 196)","leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea"
ILSVRC2012_val_00043795,n02056570,"(161, 68)","(277, 408)","king penguin, Aptenodytes patagonica"
ILSVRC2012_val_00043794,n01818515,"(210, 92)","(462, 460)",macaw
ILSVRC2012_val_00043793,n03384352,"(0, 30)","(265, 345)",forklift
ILSVRC2012_val_00043792,n04044716,"(0, 0)","(327, 498)","radio telescope, radio reflector"
ILSVRC2012_val_00043791,n02108089,"(0, 2)","(399, 374)",boxer
ILSVRC2012_val_00043789,n02096051,"(106, 0)","(451, 374)","Airedale, Airedale terrier"
ILSVRC2012_val_00043786,n03840681,"(94, 63)","(395, 290)","ocarina, sweet potato"
ILSVRC2012_val_00043785,n07753592,"(132, 126)","(272, 314)",banana
ILSVRC2012_val_00043784,n02422699,"(342, 192)","(388, 255)","impala, Aepyceros melampus"
ILSVRC2012_val_00043782,n04131690,"(111, 129)","(186, 201)","saltshaker, salt shaker"
ILSVRC2012_val_00043780,n04008634,"(116, 25)","(218, 477)","projectile, missile"
ILSVRC2012_val_00043778,n07714571,"(0, 0)","(179, 154)",head cabbage
ILSVRC2012_val_00043777,n02655020,"(177, 206)","(468, 299)","puffer, pufferfish, blowfish, globefish"
ILSVRC2012_val_00043776,n02085782,"(66, 160)","(422, 397)",Japanese spaniel
ILSVRC2012_val_00043775,n04069434,"(19, 12)","(192, 266)",reflex camera
ILSVRC2012_val_00043774,n01682714,"(10, 56)","(331, 374)","American chameleon, anole, Anolis carolinensis"
ILSVRC2012_val_00043771,n01773549,"(419, 285)","(674, 609)","barn spider, Araneus cavaticus"
ILSVRC2012_val_00043770,n04591157,"(180, 180)","(307, 310)",Windsor tie
ILSVRC2012_val_00043768,n02206856,"(198, 190)","(276, 245)",bee
ILSVRC2012_val_00043767,n04597913,"(258, 196)","(428, 369)",wooden spoon
ILSVRC2012_val_00043766,n02492035,"(150, 45)","(456, 325)","capuchin, ringtail, Cebus capucinus"
ILSVRC2012_val_00043761,n04371430,"(286, 168)","(472, 303)","swimming trunks, bathing trunks"
ILSVRC2012_val_00043759,n04005630,"(2, 0)","(373, 498)","prison, prison house"
ILSVRC2012_val_00043758,n02403003,"(169, 69)","(311, 307)",ox
ILSVRC2012_val_00043754,n02981792,"(93, 157)","(489, 313)",catamaran
ILSVRC2012_val_00043750,n02113712,"(145, 23)","(329, 259)",miniature poodle
ILSVRC2012_val_00043749,n04326547,"(1, 75)","(491, 307)",stone wall
ILSVRC2012_val_00043747,n02672831,"(163, 150)","(342, 472)","accordion, piano accordion, squeeze box"
ILSVRC2012_val_00043745,n03445777,"(268, 65)","(339, 142)",golf ball
ILSVRC2012_val_00043744,n07583066,"(12, 16)","(475, 452)",guacamole
ILSVRC2012_val_00043743,n03866082,"(137, 251)","(214, 375)",overskirt
ILSVRC2012_val_00043741,n04479046,"(255, 77)","(445, 323)",trench coat
ILSVRC2012_val_00043739,n04355933,"(122, 83)","(334, 330)",sunglass
ILSVRC2012_val_00043736,n04258138,"(0, 256)","(499, 322)","solar dish, solar collector, solar furnace"
ILSVRC2012_val_00043735,n03452741,"(2, 3)","(499, 332)","grand piano, grand"
ILSVRC2012_val_00043734,n04479046,"(0, 47)","(499, 374)",trench coat
ILSVRC2012_val_00043729,n03627232,"(1, 76)","(385, 374)",knot
ILSVRC2012_val_00043728,n04251144,"(72, 2)","(444, 380)",snorkel
ILSVRC2012_val_00043727,n02104029,"(187, 45)","(392, 317)",kuvasz
ILSVRC2012_val_00043726,n03485407,"(6, 372)","(87, 459)","hand-held computer, hand-held microcomputer"
ILSVRC2012_val_00043725,n04086273,"(1, 10)","(286, 184)","revolver, six-gun, six-shooter"
ILSVRC2012_val_00043724,n04366367,"(0, 0)","(365, 490)",suspension bridge
ILSVRC2012_val_00043723,n02107312,"(8, 100)","(367, 364)",miniature pinscher
ILSVRC2012_val_00043722,n02655020,"(278, 48)","(499, 352)","puffer, pufferfish, blowfish, globefish"
ILSVRC2012_val_00043721,n03854065,"(42, 21)","(333, 498)","organ, pipe organ"
ILSVRC2012_val_00043714,n02391049,"(131, 48)","(499, 258)",zebra
ILSVRC2012_val_00043713,n03724870,"(91, 17)","(290, 386)",mask
ILSVRC2012_val_00043712,n03793489,"(270, 130)","(330, 172)","mouse, computer mouse"
ILSVRC2012_val_00043711,n02172182,"(193, 89)","(326, 183)",dung beetle
ILSVRC2012_val_00043709,n04501370,"(148, 242)","(252, 374)",turnstile
ILSVRC2012_val_00043707,n02115913,"(81, 37)","(437, 397)","dhole, Cuon alpinus"
ILSVRC2012_val_00043706,n03888605,"(21, 273)","(598, 411)","parallel bars, bars"
ILSVRC2012_val_00043705,n02165105,"(125, 59)","(496, 310)",tiger beetle
ILSVRC2012_val_00043704,n04523525,"(316, 0)","(499, 187)",vault
ILSVRC2012_val_00043702,n01498041,"(39, 64)","(284, 279)",stingray
ILSVRC2012_val_00043701,n02483708,"(35, 12)","(103, 86)","siamang, Hylobates syndactylus, Symphalangus syndactylus"
ILSVRC2012_val_00043699,n09468604,"(0, 46)","(497, 334)","valley, vale"
ILSVRC2012_val_00043697,n03042490,"(193, 121)","(363, 357)",cliff dwelling
ILSVRC2012_val_00043695,n02493509,"(190, 105)","(343, 318)","titi, titi monkey"
ILSVRC2012_val_00043694,n01740131,"(1, 120)","(377, 248)","night snake, Hypsiglena torquata"
ILSVRC2012_val_00043693,n04428191,"(19, 0)","(194, 139)","thresher, thrasher, threshing machine"
ILSVRC2012_val_00043690,n09835506,"(119, 85)","(353, 385)","ballplayer, baseball player"
ILSVRC2012_val_00043687,n02486261,"(96, 148)","(201, 270)","patas, hussar monkey, Erythrocebus patas"
ILSVRC2012_val_00043686,n04487081,"(126, 34)","(484, 301)","trolleybus, trolley coach, trackless trolley"
ILSVRC2012_val_00043685,n04482393,"(61, 197)","(292, 443)","tricycle, trike, velocipede"
ILSVRC2012_val_00043680,n03388549,"(137, 25)","(409, 346)",four-poster
ILSVRC2012_val_00043679,n04296562,"(143, 13)","(464, 238)",stage
